3732,5,18,91.537,11,5.1499,72,2886,3594
3600,5,18,88,12.9,4.5485,-132,2796,3174
4050,5,19,88.727,12.8,4.6657,450,2802,3402
3594,5,19,96.706,10.6,4.5393,-456,2460,3372
3174,5,19,101.5,9.2,5.2133,-420,2376,2850
3402,5,19,104.59,9.9,4.5514,228,2328,2556
3372,5,19,106.04,9.2,4.3968,-30,1998,2538
2850,5,19,110.56,8.6,3.7438,-522,1974,2526
2556,5,20,111.46,8.1,3.9458,-294,2094,2268
2538,5,20,112.6,7.7,4.0277,-18,2016,1854
2526,5,20,111.72,7.4,3.7234,-12,1926,1764
2268,5,20,111.99,6.7,3.6024,-258,1728,1668
1764,5,20,115.7,6.8,3.3154,-90,1380,1836
1668,5,21,112.09,6.9,2.5586,-96,1686,1506
1506,5,21,114.11,6.6,2.6846,-330,1332,1548
1416,5,21,112.62,4.8,3.5272,-90,1278,1350
1308,5,21,110.17,6.3,2.2481,-108,1212,1224
1548,5,22,112.56,6.2,3.7662,240,1086,1266
1350,5,22,108.05,6.7,2.036,-198,1020,1020
1224,5,22,106.52,6.4,2.3934,-126,822,984
1266,5,22,111.45,5.5,2.2909,42,714,912
1020,5,22,107.5,4.6,2.392,-246,750,966
984,5,22,104.61,5.1,2.147,-36,804,1080
912,5,23,106.2,4.9,1.6618,-72,768,1278
966,5,23,106.8,4.8,2.346,54,618,1284
1080,5,23,111.86,4.9,2.7405,114,612,1200
1278,5,23,112.63,6.2,2.2217,198,600,1302
1284,5,23,108.1,5.9,3.0282,6,636,1086
1200,5,23,108.44,4.8,3.0712,-84,462,1110
1302,6,0,113.34,5.3,3.0092,102,528,1068
1086,6,0,114.08,4.3,3.8744,-216,438,1278
1110,6,0,109.37,4.5,3.61,24,396,978
1068,6,0,110.46,4.5,2.699,-42,432,822
1278,6,0,108.43,5.4,2.7953,210,480,642
642,6,1,104.57,4.8,1.3213,-180,462,480
396,6,1,97.823,3.9,0.6473,-84,360,396
462,6,2,101.63,4.9,0.63604,66,420,414
396,6,2,104.44,3.6,0.53282,-66,396,306
396,6,2,101.27,3.7,0.6473,0,312,354
414,6,2,103.1,3.6,0.60232,18,474,384
354,6,2,101.29,2.6,0.63594,48,312,342
408,6,3,96.887,4.2,0.47653,66,396,408
384,6,3,95.528,4.1,0.38989,-24,438,426
366,6,3,99.028,4,0.60262,-18,498,486
408,6,4,97.671,5,0.47653,42,486,552
426,6,4,96.1,4.6,0.57565,18,438,510
486,6,4,104.03,3.9,0.97166,60,528,588
552,6,4,97.776,5.7,0.41432,66,678,558
510,6,4,99.058,4.6,0.7322,-42,582,648
588,6,4,104.27,4.9,0.77946,78,756,864
558,6,5,103.39,3.9,1.0627,-30,924,822
648,6,5,100.59,6,0.5868,90,990,948
864,6,5,102.48,7.3,0.63516,216,1122,972
822,6,5,103.53,5.8,0.66937,-42,1044,960
948,6,5,106.35,6.1,0.94867,126,1014,1224
972,6,5,104.29,7.9,0.63529,24,1554,1500
960,6,6,108.06,7.4,0.94929,-12,1746,1500
1224,6,6,106.72,7.8,1.2897,264,2094,2016
1500,6,6,107.61,9,1.1912,276,2322,2220
1500,6,6,111.15,7.3,1.8056,0,2808,2532
2016,6,6,108.7,8.6,1.7294,516,2886,2640
2220,6,6,108.92,8.8,1.7797,204,3138,3150
2532,6,7,105.7,10.9,1.7744,312,3288,2922
2640,6,7,108.2,9.1,2.9242,108,3342,3288
3150,6,7,108.95,9.9,2.6428,510,3540,3432
2922,6,7,110.29,9.9,2.8921,-228,3600,3522
3288,6,7,111.15,10.1,3.2113,366,3420,3702
3432,6,7,110.64,10.7,3.3956,144,3732,3762
3522,6,8,108.93,11.1,2.9629,90,3810,3186
3702,6,8,108.9,10.2,3.6,180,3204,3318
3762,6,8,108.78,10.8,2.8437,60,3132,3054
3186,6,8,112.83,9.3,3.3838,-576,3240,2922
3318,6,8,111.35,9.6,3.3844,132,3138,2958
2922,6,9,113.05,9.1,2.5777,-132,3366,2880
2958,6,9,113.4,10,3.3197,36,3024,2586
3114,6,9,111.01,10.1,2.7849,156,3204,2802
2880,6,9,112.95,9.4,2.5789,-234,2838,2988
2586,6,9,111.9,9.1,3.2202,-294,3132,2892
2802,6,9,110.84,9.3,2.6737,216,2964,2916
2988,6,10,110.52,10.4,2.3851,186,3078,3006
2892,6,10,107.78,10.3,2.5938,-96,3666,3282
2916,6,10,108.91,9.6,2.6784,24,3270,3312
3006,6,10,107.97,10.2,2.5502,90,3090,3354
3282,6,10,109.7,10.3,3.2036,276,3162,3336
3312,6,10,109.33,10.4,2.605,30,3564,3396
3354,6,11,107.29,12.1,2.0036,42,3942,3336
3336,6,11,109.46,10.9,2.9121,-18,3810,3576
3396,6,11,110.79,10.6,2.8734,60,4008,3696
3336,6,11,111.34,10.2,2.7537,-60,3774,3282
3576,6,11,107.29,11.2,2.7222,240,4050,4164
3696,6,11,106.7,10.9,2.6424,120,3918,4026
4164,6,12,103.02,13.2,2.5387,882,4140,4350
3924,6,12,108.93,11.6,3.299,-102,4566,3762
4350,6,12,103.72,13.5,2.4179,426,4104,4152
4152,6,13,106.72,12.8,2.8418,390,4320,4236
3972,6,13,108.22,11.7,2.7375,-180,3270,4764
4512,6,13,102.66,13.5,3.0403,540,4266,4128
4236,6,13,106.09,13,2.9859,-276,4020,4752
4764,6,13,102,14.8,2.7256,528,4068,4146
4128,6,14,106.54,11.2,3.3236,-636,4188,4764
4752,6,14,103.22,13.8,2.88,624,4428,4782
4146,6,14,105.24,11.6,3.4832,-606,4314,4596
4764,6,14,100.62,13.8,2.9874,618,4248,3840
4782,6,14,103.29,13.4,3.2591,18,3474,4734
4596,6,14,102.72,13.5,3.2763,-186,4230,4494
3840,6,15,106.79,11.2,3.2348,-756,3432,4050
4734,6,15,103.24,13.5,3.9272,894,3774,4488
4494,6,15,105.14,12.2,3.7068,-240,2916,4194
4050,6,15,106.75,11,5.1286,-444,1734,4374
4488,6,15,104.54,12.4,3.371,438,1638,4386
3774,6,18,109.08,10.1,5.9778,270,3300,3198
3990,6,18,110.19,10.3,6.8102,216,3660,3408
3726,6,18,110.47,9.3,5.3277,-264,2970,3000
3198,6,18,112.75,8,6.0931,-528,3252,3006
3408,6,19,114.94,8.2,7.2145,210,3114,2892
3000,6,19,116.83,8,5.5667,-408,3414,2730
3006,6,19,117.14,7.5,6.0422,6,2694,2808
2892,6,19,119.02,7.3,5.8717,-114,3024,2682
2730,6,19,115.65,7.3,4.823,-162,2682,2790
2682,6,20,119.24,7.7,5.0292,-126,2796,2544
2790,6,20,117.03,7.4,5.3576,108,2520,2184
2682,6,20,119.67,7.3,6.5577,-108,2490,2142
2544,6,20,118.21,7.2,5.509,-138,2238,2172
2172,6,21,121.46,5.6,6.0782,30,1854,2292
2292,6,21,116.64,6.7,4.2956,168,1014,1698
1992,6,21,117.95,5.9,5.0211,-300,1128,1536
2232,6,21,118.02,5.9,5.6261,240,1770,1680
1698,6,22,114.52,5.6,4.6445,-534,2244,1278
1536,6,22,112.62,4.9,4.1063,-162,1806,1134
1680,6,22,113.53,6.2,3.4354,144,1200,1080
1278,6,22,110.49,5.1,3.0094,-402,1140,996
1134,6,22,112.59,4.2,3.7095,-144,840,972
1080,6,22,111.09,4.8,2.8198,-54,858,846
996,6,23,109.77,4.6,2.8494,-84,894,738
972,6,23,113.14,3.9,2.5904,-24,834,696
846,6,23,109.57,4.3,1.9308,-126,708,630
738,6,23,107.45,4.8,1.9919,-108,678,480
696,6,23,110.51,4.1,1.6911,-42,732,564
630,6,23,107.65,4.5,1.4363,-66,606,618
480,7,0,109.8,3.2,1.8462,-150,600,570
564,7,0,108.83,3.6,1.0397,84,510,450
618,7,0,109.81,3.8,2.0195,54,486,558
570,7,0,113.28,3.3,2.2629,-48,462,486
450,7,0,104.83,3.7,1.1374,-120,450,402
558,7,0,108.02,3.3,1.3787,108,456,396
396,7,1,102.74,3.3,1.057,-6,570,426
426,7,1,104.53,3.1,1.0829,-42,324,384
462,7,2,103.9,3.7,0.63604,36,342,432
462,7,2,99.859,4.4,0.67148,0,318,360
384,7,2,103.48,3.2,0.68122,-78,282,276
432,7,2,100.38,4.1,0.71146,48,240,264
360,7,2,101.47,2.7,0.93048,-72,348,222
264,7,3,94.923,2.9,0.56805,-12,384,336
222,7,3,95.425,2.8,0.42038,-42,276,240
240,7,3,94.1,2.3,0.66207,-96,342,348
252,7,3,100.77,2.2,0.90226,12,348,384
306,7,4,98.092,2.9,0.49756,54,414,252
348,7,4,101.51,2.9,0.80829,42,324,378
384,7,4,102.31,3.3,0.99482,36,354,390
252,7,4,107.33,2,1.0909,-132,414,384
378,7,4,104.39,2.6,1.3252,126,396,456
390,7,4,107.58,2.9,1.1602,12,456,390
384,7,5,98.136,3.9,0.72646,-6,486,624
456,7,5,105.51,3.9,1.0493,72,582,462
390,7,5,105.79,3,1.6966,-66,498,498
624,7,5,106.8,3.9,1.4131,234,384,480
462,7,5,112.56,3,1.949,-162,492,534
498,7,5,106.9,3.6,1.179,36,570,588
534,7,6,108.18,3.5,1.3362,54,840,786
588,7,6,109.75,3.3,1.8732,54,744,852
852,7,6,114.34,4.1,2.2934,66,1038,1194
900,7,7,112.64,4.3,1.8786,48,1140,1158
942,7,7,118.29,3.9,2.4797,42,1362,1680
1158,7,7,115.39,4.8,2.9288,-36,1752,1728
1680,7,7,116.9,5.3,4.6983,522,1842,1764
1728,7,8,115.69,5.4,4.7442,312,2352,2154
1764,7,8,118.32,4.9,4.7492,36,2442,2268
2076,7,8,115.9,5.6,5.0554,312,2496,2556
2154,7,8,118.21,5.6,4.9695,78,2670,2340
2556,7,8,118.75,6.8,6.0831,288,2748,2790
2340,7,9,119.84,6.2,6.7774,-216,3012,2514
2514,7,9,117.75,6.9,4.5765,-276,3108,2814
2646,7,9,118.82,6.9,7.1446,132,2964,2832
2796,7,9,118.06,6.5,10.324,150,2340,3120
2814,7,10,119.38,7.3,6.5469,18,3078,2892
2832,7,10,118.64,6.7,6.2455,18,3792,3126
3120,7,10,114.91,8.4,6.5205,288,3966,3204
2892,7,10,116.85,7.5,6.1787,-228,3780,3216
3204,7,10,115.16,7.9,6.8362,78,3528,3144
2844,7,15,116.06,7.5,6.2762,498,2514,2202
2496,7,15,115.07,6.2,5.6944,-348,2430,2622
2202,7,15,117.85,5.7,6.7845,-180,2388,2544
2622,7,15,118.82,6.9,6.0322,420,2454,2220
2220,7,16,119.83,6.3,5.1524,-324,2592,2460
2484,7,16,118.03,6.2,6.6462,264,2424,2316
2376,7,16,119.14,6,6.7427,-108,2148,2586
2460,7,16,116.32,6.1,6.7147,84,2298,2370
2316,7,17,119.02,6.2,6,-144,2286,2490
1338,7,20,120.57,4.2,6.1604,-120,1230,1212
1218,7,20,119.42,3.6,7.0728,-120,1170,1104
1254,7,20,123.52,3.4,6.6994,36,1182,1086
1212,7,20,121.14,3.3,7.0331,-42,1092,966
1086,7,21,118.11,3.2,9.5534,-18,966,894
966,7,21,117.9,3.3,6.6142,-120,894,954
954,7,21,116.06,2.8,6.5197,60,990,780
780,7,22,112.79,3.1,4.3862,-90,864,888
732,7,22,112.33,2.8,7.6235,-48,642,732
840,7,22,116.84,3,5.622,108,912,696
888,7,22,115.03,3.1,5.131,48,822,690
732,7,23,111.14,3.2,4.7717,-156,756,558
696,7,23,112.86,2.7,5.0609,-36,792,654
558,7,23,116.2,2.3,5.5765,-132,642,540
654,7,23,114.54,2.5,5.3592,96,618,462
462,1,0,116.1,1.4,11.514,-78,666,546
552,1,0,110.81,2,4.701,90,522,522
546,1,0,113.69,2.7,3.1128,-6,438,564
546,1,0,115.6,2,5.4353,0,540,492
492,1,1,120.25,1.8,4.8,-72,486,426
426,1,1,118.96,1.5,4.8493,-90,264,354
432,1,1,110.17,2.2,3.7582,6,270,330
456,1,2,111.87,1.8,3.4369,24,252,318
354,1,2,113.7,1.3,4.2985,-102,282,240
330,1,2,113.2,1.5,3.9403,-24,228,252
318,1,2,107.8,1.9,2.5055,-12,252,168
252,1,3,106.24,1.4,2.7761,102,186,96
198,1,3,113.44,0.7,3.6279,-54,282,288
204,1,4,113.12,0.9,2.0597,-84,264,198
294,1,5,107.82,1.8,3.0411,96,228,312
234,1,5,115.72,1.2,2.8525,-60,276,252
318,1,5,115.42,1.9,2.2887,84,294,180
312,1,5,113.82,1.7,1.2518,-6,318,258
252,1,5,108.36,1.7,1.7802,-60,258,270
180,1,5,118.01,0.7,3.2093,-72,228,312
258,1,6,111.48,1.5,1.3761,78,402,420
270,1,6,114.88,1,3.0448,12,462,432
312,1,6,115.05,1.6,2.6824,42,486,546
420,1,6,112.14,2.4,1.4911,108,540,510
432,1,6,114.18,2.5,2.1151,12,390,546
546,1,6,113.45,2.6,2.6225,114,570,750
510,1,7,112.04,2,3.6881,-36,570,768
546,1,7,111.11,2.3,4.0183,36,594,762
750,1,7,112.42,3.3,2.7739,204,666,828
768,1,7,114.8,3.7,2.8643,18,876,792
762,1,7,115.5,2.2,6,-6,816,900
828,1,7,113.58,3,3.5801,66,762,1032
792,1,8,115.89,3,3.865,-36,1482,1230
900,1,8,115.37,3.4,3.5276,108,1164,1092
1032,1,8,114.28,3.6,3.8957,132,1248,1422
1230,1,8,114.99,4.2,5.8011,198,1410,1422
1422,1,8,117.57,4.7,7.4201,330,1584,1746
1422,1,9,117.11,4.4,8.0637,0,1716,1500
1500,1,9,116.75,4.8,6.7772,-246,1884,1860
1662,1,9,117.81,5,8.8402,162,2208,2070
1848,1,9,116.94,4.8,10.777,186,2562,2214
1860,1,10,114.97,5.4,10.854,12,2424,2310
2070,1,10,115.93,5.9,6.6421,210,2406,2478
2214,1,10,116.84,6.1,9.2074,144,2712,2598
2310,1,10,116.03,5.9,7.1661,96,2748,2640
2478,1,10,114.76,7.1,6.9201,168,2622,2616
2598,1,10,117.74,6.6,5.5466,120,3006,2718
2616,1,11,117.78,6.7,6.3718,-24,3060,2874
2718,1,11,114.41,6.7,8.0332,102,2988,2922
2922,1,11,112.73,7.5,10.286,48,2682,3114
2910,1,12,111.9,7.8,8.1254,-12,3048,2814
2928,1,12,113.94,7.5,8.5407,18,2772,3012
3114,1,12,115.15,7.2,8.4109,186,2808,3072
2814,1,12,113.89,7.1,7.9936,-300,3096,2724
3012,1,12,113.44,7.1,11.198,198,2604,3078
3072,1,12,110.92,7.6,7.2386,60,2736,2832
2724,1,13,113.74,6.7,9.7708,-348,2484,2652
3078,1,13,112.2,7.7,7.9767,354,2784,3054
2832,1,13,114.21,6.9,8.0511,-246,2850,2802
2652,1,13,114.67,6.8,5.8909,-180,2664,2976
3054,1,13,109.79,7.8,7.7536,402,2682,2820
2802,1,13,111.32,7.7,7.7868,-252,2652,2658
2976,1,14,113.83,7.6,7.5301,174,2718,2904
2820,1,14,113.65,7.1,7.2245,-156,2436,2880
2658,1,14,111.89,6.8,8.3958,-162,2844,2706
2904,1,14,111.84,7.3,9.0519,246,2910,2976
2880,1,14,112.41,7.2,7.3994,-24,2658,2988
2706,1,14,115.13,6.5,6.7564,-174,2880,2796
2976,1,15,113.87,7.3,6.2787,270,3150,2964
2988,1,15,115.24,7.3,8.5495,12,2946,3126
2796,1,15,111.74,6.9,7.9361,-192,3000,2988
2964,1,15,109.56,7.6,7.4957,168,2886,3096
3126,1,15,107.69,7.7,10.289,162,2940,3066
2988,1,15,111.96,7.3,8.7362,-138,3210,3006
3096,1,16,111.65,7.8,6.4627,108,3168,3192
3066,1,16,112.58,7.6,7.9417,-30,3396,3186
3006,1,16,112.46,7.6,8.4263,-60,3354,3408
3192,1,16,114.32,7.8,11.049,186,3144,3312
3186,1,16,113.52,8,9.1821,-6,3114,2988
3408,1,16,111.77,8.2,7.7187,222,3552,3042
2988,1,17,114.08,6.9,10.279,-324,3048,3318
2916,1,18,115.79,7.5,8.8881,-168,3060,2982
2820,1,18,113.65,7.2,6.6866,-96,3054,2736
2976,1,18,116.42,7.8,5.6899,156,2934,2766
2766,1,19,117.21,6.8,7.0671,30,2466,2436
2310,1,19,117.4,6.1,6.8339,-126,2436,2136
2202,1,19,116.39,5.9,6.0383,-108,2292,1920
1974,1,20,116.1,5.3,6.13,-228,2214,1908
2136,1,20,117.35,5.6,5.9609,162,1854,1884
1920,1,20,117.99,5.2,6.971,-216,2082,1860
1860,1,20,117.45,5.3,6.9191,-24,1626,1842
1692,1,21,115.74,5,5.5367,-150,1464,1356
1578,1,21,112.9,5,6.7024,-114,1242,1176
1554,1,21,115.36,4.5,6.5854,-24,1212,1074
1356,1,22,113.64,4.7,4.9258,-198,1170,1044
1176,1,22,114.95,3.8,5.5028,-180,1032,882
1074,1,22,115.22,3.4,4.9392,-102,1086,834
1044,1,22,116.75,3.1,4.7735,-30,1002,864
882,1,22,113.53,3.2,5.0897,-162,870,732
834,1,22,115.07,2.9,5.0072,-48,822,744
864,1,23,111.48,3.5,3.779,30,762,834
732,1,23,113.5,2.6,8.2785,-132,612,636
744,1,23,113.64,3.1,2.984,12,546,606
834,1,23,109.99,3.7,2.5532,90,576,624
636,1,23,113.64,2.8,3.0573,-198,594,384
606,1,23,111.97,2.5,3.7795,-30,504,498
624,2,0,109.06,2.8,3.3103,18,570,468
384,2,0,109.01,2,2.7379,-240,402,390
498,2,0,109.28,3.3,2.0613,114,438,432
468,2,0,105.36,3.7,1.2227,-30,486,384
390,2,0,107.81,2.7,1.8129,-78,396,342
342,2,1,104.26,2.6,1.3655,-42,366,312
342,2,1,107.51,2.4,1.9826,30,246,246
288,2,2,103.86,2.2,1.1729,-54,312,192
246,2,2,103.17,2.2,1.0413,24,180,222
246,2,3,99.709,2.5,0.63576,24,270,156
1158,2,6,109.66,7.2,1.1909,42,2064,1908
1410,2,6,113.04,7,1.4973,252,2136,2250
1674,2,6,111.69,7.4,1.4453,264,2502,2436
2436,2,6,113.27,8.4,2.755,186,3468,3342
3348,2,7,112.19,10.3,3.355,6,3858,3858
3906,2,7,110.17,11.2,3.7473,558,3816,3726
3630,2,7,111.5,10.3,3.1977,-276,4014,3696
3858,2,8,112.89,10.6,3.3408,228,3564,3756
3726,2,8,112.34,10.4,4.0433,-132,3660,3246
3696,2,8,112.67,9.5,4.4933,-30,3678,3258
3756,2,8,112.81,10,4.3902,60,3078,3366
3258,2,8,112.51,10.6,3.2052,12,2958,2916
3366,2,9,110.91,9.6,3.1212,108,2844,2586
2586,2,9,114.68,8.5,3.4374,-330,2580,2502
2778,2,9,113.77,9.2,2.6422,192,2940,2472
2472,2,10,111.01,9.6,2.488,-30,2796,2760
2640,2,10,111.79,8.9,2.603,168,2964,2826
2826,2,10,108.33,10.5,2.3377,66,2532,2748
2574,2,11,110.63,9,2.5714,-252,2964,2940
2556,2,11,110.58,9.1,2.4048,-18,3024,2826
2748,2,11,109.08,10,2.0511,192,3024,2982
2940,2,11,108.57,10.8,2.3082,192,3198,2928
2982,2,11,110.6,10.9,1.992,156,3144,3030
2928,2,12,110.38,10.7,2.2947,-54,3096,2880
2658,2,12,110.06,10.9,1.8197,-270,3006,2754
3030,2,12,107.7,10.8,2.2556,372,2910,2832
2880,2,12,111.24,10.2,2.2851,-150,3096,2784
2754,2,12,109.85,10,2.2994,-126,2916,3036
2832,2,12,109.6,9.8,2.3212,78,2952,2772
2784,2,13,108.63,9.7,2.2881,-48,2964,2730
3036,2,13,107.41,11.7,1.8732,252,2880,3102
2772,2,13,109.44,10.7,1.7982,-264,2706,2826
2730,2,13,109.34,9.8,2.2473,-42,3144,3012
3102,2,13,109.34,11.1,2.1696,372,2808,2922
2826,2,13,109.82,9.3,2.291,-276,2922,3162
2922,2,14,107.42,11,1.8133,-90,3000,3018
3162,2,14,107.43,11.9,2.0095,240,2934,3054
3054,2,14,110.93,9.3,2.6852,36,3306,3066
3252,2,15,108.49,11.2,2.3025,198,3090,3324
3324,2,15,108.63,12,2.1104,258,3306,3516
3870,2,16,108.74,11.4,3.0281,450,3780,4242
3852,2,16,108.87,11.1,3.8223,-18,3852,3870
3582,2,16,108.82,10.3,3.4844,-270,3522,3840
4242,2,17,107.55,11.9,3.9742,660,3702,3798
3840,2,17,109.04,11,4.1145,-30,3222,3648
3228,2,18,114.84,8.8,4.2675,108,2238,2136
2136,2,18,113.49,7.9,2.3867,-594,2022,1896
2262,2,19,113.57,7.8,3.2299,126,1644,1866
2028,2,19,112.45,7.5,2.8355,-234,1518,1548
1866,2,19,114.56,6.9,3.4988,-30,1488,1524
1548,2,19,114.92,6.3,3.1528,-318,1488,1422
1632,2,19,115.34,5.7,3.1134,84,1530,1512
1524,2,20,111.66,5.7,3.1553,-108,1284,1284
1422,2,20,112.9,6.2,2.0734,-102,1428,1296
1512,2,20,115.87,5.7,2.7543,90,1452,1350
1284,2,20,114.85,5.3,2.8131,-228,1440,1140
1350,2,20,112.99,6.1,2.5091,54,1182,1230
1140,2,21,113.98,5.3,2.6454,-210,1134,1314
1230,2,21,113.23,5.4,3.2595,72,972,1098
1314,2,21,113.66,6.2,2.3632,84,792,906
906,2,22,113.09,4.3,3.0673,-192,804,888
888,2,22,111.72,4,3.0968,-18,642,738
834,2,22,110.45,5.2,2.3004,-54,750,786
774,2,22,113.79,3.9,1.9923,-60,726,732
738,2,23,107.73,4.4,1.0471,-36,696,606
786,2,23,108.4,4.8,1.4215,48,684,690
732,2,23,105.23,4.4,1.3876,-54,504,540
606,2,23,107.25,4.3,1.3436,-126,432,624
690,2,23,109.65,4,1.3424,84,510,420
540,2,23,107.19,3.7,1.3021,-150,456,540
624,3,0,108.31,4.6,1.1626,84,456,462
420,3,0,103.29,3.8,0.62548,-204,402,558
540,3,0,110.86,3.9,1.0888,120,474,396
462,3,0,105.93,4.1,1.0762,-78,378,426
558,3,0,106.48,3.9,1.0181,96,480,444
3372,4,15,110.02,10.6,2.5543,-72,4284,3852
4068,4,15,102.99,13.2,2.8278,696,4608,3762
3852,4,16,109.15,11.5,2.6043,-24,4680,3624
2796,4,17,113.85,8.3,4.6734,-360,4428,3594
3072,4,17,114.37,8.1,4.9439,276,4098,4122
3594,4,17,112.48,9.9,5.042,300,4134,3672
3516,4,18,113.09,8.7,4.6817,228,2508,2664
2952,4,19,115.06,8.1,3.7248,-564,2538,2688
2832,4,19,114.05,7.9,4.4168,-120,2304,2496
2664,4,19,115.11,8.2,3.5712,-168,2040,2484
2688,4,19,116.05,8.1,4.0262,24,2034,1992
2496,4,19,116.26,6.8,4.4639,-192,1920,1932
2484,4,19,115.41,8,3.9208,-12,1812,1782
1992,4,20,115.96,7.2,2.994,-492,1524,1614
1932,4,20,111.24,8.5,2.2818,-60,1746,1548
1782,4,20,117.84,6,3.3594,-150,1566,1752
1614,4,20,116.16,6.4,2.4881,-168,1530,1386
1752,4,20,114.63,6.5,2.7862,204,1398,1296
1386,4,21,116.62,4.9,3.9011,-366,1206,1260
1260,4,21,114.27,5.6,3.1075,-36,1224,1056
1128,4,21,112.98,6.1,2.607,-180,1110,900
1056,4,22,111.25,5.4,2.5116,-72,1014,1080
1014,4,22,112.91,4.9,2.7454,-42,882,888
900,4,22,109.37,4.7,2.7386,-114,816,822
1080,4,22,110.47,5.5,2.1516,180,678,768
888,4,22,107.05,5.8,1.8403,-192,798,786
822,4,22,110.15,4.4,2.253,-66,762,636
768,4,23,108.38,5.4,1.5548,-54,768,696
786,4,23,108.49,4.7,1.4671,18,696,594
636,4,23,109.44,3.9,1.9355,-150,636,678
696,4,23,102.07,6.1,1.1057,60,588,522
594,4,23,108.41,4,1.4089,-102,588,546
678,4,23,106.01,4,1.0514,84,600,714
522,5,0,107.75,3.2,1.9886,-156,552,480
546,5,0,111.16,3.3,1.7487,24,576,564
714,5,0,106.43,5.2,1.2843,168,408,462
480,5,0,107.45,3.6,1.4171,-234,408,468
564,5,0,102.65,5.1,0.84039,84,408,306
384,5,4,99.334,3.8,0.48649,78,432,426
294,5,4,102.88,2.7,1.218,-90,582,444
576,5,4,104.62,4.9,0.91694,132,654,840
612,5,5,101.2,5.3,0.69806,36,852,858
570,5,5,104.39,4.5,0.85993,-42,912,1014
840,5,5,103.14,7,0.7269,270,1002,996
858,5,5,102.79,6.9,1.0117,18,1152,954
1014,5,5,108.19,7,1.2809,156,1182,1338
996,5,5,107.49,6.9,1.1533,-18,1656,1440
954,5,6,106.36,7,0.80529,-42,1716,1740
1338,5,6,107.9,9.4,0.85714,384,2040,2148
1440,5,6,111,7.1,1.374,102,2550,2220
1740,5,6,113.3,7.8,1.7331,300,2658,2496
2148,5,6,113.47,9.1,1.7516,408,2832,2982
2496,5,7,113.87,10,2.1728,276,3162,3402
2982,5,7,114.51,9.6,3.0365,486,3510,3606
3606,5,7,112.91,10.9,3.6184,204,3126,3528
3738,5,7,111.46,11.3,2.965,132,3924,3720
3780,5,8,110.56,11.1,3.768,42,3828,3486
