2526,2538,2556,2850,3372,3402,3174,3594,4050,3600,5,20,111.72,7.4,3.7234,-12,1926
2268,2526,2538,2556,2850,3372,3402,3174,3594,4050,5,20,111.99,6.7,3.6024,-258,1728
1764,1854,2268,2526,2538,2556,2850,3372,3402,3174,5,20,115.7,6.8,3.3154,-90,1380
1668,1764,1854,2268,2526,2538,2556,2850,3372,3402,5,21,112.09,6.9,2.5586,-96,1686
984,1020,1266,1224,1350,1548,1308,1416,1506,1836,5,22,104.61,5.1,2.147,-36,804
912,984,1020,1266,1224,1350,1548,1308,1416,1506,5,23,106.2,4.9,1.6618,-72,768
966,912,984,1020,1266,1224,1350,1548,1308,1416,5,23,106.8,4.8,2.346,54,618
1080,966,912,984,1020,1266,1224,1350,1548,1308,5,23,111.86,4.9,2.7405,114,612
1278,1080,966,912,984,1020,1266,1224,1350,1548,5,23,112.63,6.2,2.2217,198,600
1284,1278,1080,966,912,984,1020,1266,1224,1350,5,23,108.1,5.9,3.0282,6,636
1200,1284,1278,1080,966,912,984,1020,1266,1224,5,23,108.44,4.8,3.0712,-84,462
1302,1200,1284,1278,1080,966,912,984,1020,1266,6,0,113.34,5.3,3.0092,102,528
1086,1302,1200,1284,1278,1080,966,912,984,1020,6,0,114.08,4.3,3.8744,-216,438
1110,1086,1302,1200,1284,1278,1080,966,912,984,6,0,109.37,4.5,3.61,24,396
1068,1110,1086,1302,1200,1284,1278,1080,966,912,6,0,110.46,4.5,2.699,-42,432
1278,1068,1110,1086,1302,1200,1284,1278,1080,966,6,0,108.43,5.4,2.7953,210,480
642,822,978,1278,1068,1110,1086,1302,1200,1284,6,1,104.57,4.8,1.3213,-180,462
588,510,552,486,426,408,366,384,408,342,6,4,104.27,4.9,0.77946,78,756
558,588,510,552,486,426,408,366,384,408,6,5,103.39,3.9,1.0627,-30,924
648,558,588,510,552,486,426,408,366,384,6,5,100.59,6,0.5868,90,990
864,648,558,588,510,552,486,426,408,366,6,5,102.48,7.3,0.63516,216,1122
822,864,648,558,588,510,552,486,426,408,6,5,103.53,5.8,0.66937,-42,1044
948,822,864,648,558,588,510,552,486,426,6,5,106.35,6.1,0.94867,126,1014
972,948,822,864,648,558,588,510,552,486,6,5,104.29,7.9,0.63529,24,1554
960,972,948,822,864,648,558,588,510,552,6,6,108.06,7.4,0.94929,-12,1746
1224,960,972,948,822,864,648,558,588,510,6,6,106.72,7.8,1.2897,264,2094
1500,1224,960,972,948,822,864,648,558,588,6,6,107.61,9,1.1912,276,2322
1500,1500,1224,960,972,948,822,864,648,558,6,6,111.15,7.3,1.8056,0,2808
2016,1500,1500,1224,960,972,948,822,864,648,6,6,108.7,8.6,1.7294,516,2886
2220,2016,1500,1500,1224,960,972,948,822,864,6,6,108.92,8.8,1.7797,204,3138
2532,2220,2016,1500,1500,1224,960,972,948,822,6,7,105.7,10.9,1.7744,312,3288
2640,2532,2220,2016,1500,1500,1224,960,972,948,6,7,108.2,9.1,2.9242,108,3342
3150,2640,2532,2220,2016,1500,1500,1224,960,972,6,7,108.95,9.9,2.6428,510,3540
2922,3150,2640,2532,2220,2016,1500,1500,1224,960,6,7,110.29,9.9,2.8921,-228,3600
3288,2922,3150,2640,2532,2220,2016,1500,1500,1224,6,7,111.15,10.1,3.2113,366,3420
3432,3288,2922,3150,2640,2532,2220,2016,1500,1500,6,7,110.64,10.7,3.3956,144,3732
3522,3432,3288,2922,3150,2640,2532,2220,2016,1500,6,8,108.93,11.1,2.9629,90,3810
3702,3522,3432,3288,2922,3150,2640,2532,2220,2016,6,8,108.9,10.2,3.6,180,3204
3762,3702,3522,3432,3288,2922,3150,2640,2532,2220,6,8,108.78,10.8,2.8437,60,3132
3186,3762,3702,3522,3432,3288,2922,3150,2640,2532,6,8,112.83,9.3,3.3838,-576,3240
3318,3186,3762,3702,3522,3432,3288,2922,3150,2640,6,8,111.35,9.6,3.3844,132,3138
2922,3054,3318,3186,3762,3702,3522,3432,3288,2922,6,9,113.05,9.1,2.5777,-132,3366
2958,2922,3054,3318,3186,3762,3702,3522,3432,3288,6,9,113.4,10,3.3197,36,3024
3114,2958,2922,3054,3318,3186,3762,3702,3522,3432,6,9,111.01,10.1,2.7849,156,3204
2880,3114,2958,2922,3054,3318,3186,3762,3702,3522,6,9,112.95,9.4,2.5789,-234,2838
2586,2880,3114,2958,2922,3054,3318,3186,3762,3702,6,9,111.9,9.1,3.2202,-294,3132
2802,2586,2880,3114,2958,2922,3054,3318,3186,3762,6,9,110.84,9.3,2.6737,216,2964
2988,2802,2586,2880,3114,2958,2922,3054,3318,3186,6,10,110.52,10.4,2.3851,186,3078
2892,2988,2802,2586,2880,3114,2958,2922,3054,3318,6,10,107.78,10.3,2.5938,-96,3666
2916,2892,2988,2802,2586,2880,3114,2958,2922,3054,6,10,108.91,9.6,2.6784,24,3270
3006,2916,2892,2988,2802,2586,2880,3114,2958,2922,6,10,107.97,10.2,2.5502,90,3090
3282,3006,2916,2892,2988,2802,2586,2880,3114,2958,6,10,109.7,10.3,3.2036,276,3162
3312,3282,3006,2916,2892,2988,2802,2586,2880,3114,6,10,109.33,10.4,2.605,30,3564
3354,3312,3282,3006,2916,2892,2988,2802,2586,2880,6,11,107.29,12.1,2.0036,42,3942
3336,3354,3312,3282,3006,2916,2892,2988,2802,2586,6,11,109.46,10.9,2.9121,-18,3810
3396,3336,3354,3312,3282,3006,2916,2892,2988,2802,6,11,110.79,10.6,2.8734,60,4008
3336,3396,3336,3354,3312,3282,3006,2916,2892,2988,6,11,111.34,10.2,2.7537,-60,3774
3576,3336,3396,3336,3354,3312,3282,3006,2916,2892,6,11,107.29,11.2,2.7222,240,4050
3696,3576,3336,3396,3336,3354,3312,3282,3006,2916,6,11,106.7,10.9,2.6424,120,3918
4164,3282,3696,3576,3336,3396,3336,3354,3312,3282,6,12,103.02,13.2,2.5387,882,4140
3924,4026,4164,3282,3696,3576,3336,3396,3336,3354,6,12,108.93,11.6,3.299,-102,4566
4350,3924,4026,4164,3282,3696,3576,3336,3396,3336,6,12,103.72,13.5,2.4179,426,4104
4764,4146,4752,4128,4764,4236,4512,3972,4152,3762,6,14,100.62,13.8,2.9874,618,4248
4782,4764,4146,4752,4128,4764,4236,4512,3972,4152,6,14,103.29,13.4,3.2591,18,3474
4596,4782,4764,4146,4752,4128,4764,4236,4512,3972,6,14,102.72,13.5,3.2763,-186,4230
3840,4596,4782,4764,4146,4752,4128,4764,4236,4512,6,15,106.79,11.2,3.2348,-756,3432
4734,3840,4596,4782,4764,4146,4752,4128,4764,4236,6,15,103.24,13.5,3.9272,894,3774
4494,4734,3840,4596,4782,4764,4146,4752,4128,4764,6,15,105.14,12.2,3.7068,-240,2916
4050,4494,4734,3840,4596,4782,4764,4146,4752,4128,6,15,106.75,11,5.1286,-444,1734
4488,4050,4494,4734,3840,4596,4782,4764,4146,4752,6,15,104.54,12.4,3.371,438,1638
3198,3726,3990,3774,3504,4092,3732,4134,4458,4158,6,18,112.75,8,6.0931,-528,3252
3408,3198,3726,3990,3774,3504,4092,3732,4134,4458,6,19,114.94,8.2,7.2145,210,3114
3000,3408,3198,3726,3990,3774,3504,4092,3732,4134,6,19,116.83,8,5.5667,-408,3414
3006,3000,3408,3198,3726,3990,3774,3504,4092,3732,6,19,117.14,7.5,6.0422,6,2694
2892,3006,3000,3408,3198,3726,3990,3774,3504,4092,6,19,119.02,7.3,5.8717,-114,3024
2730,2892,3006,3000,3408,3198,3726,3990,3774,3504,6,19,115.65,7.3,4.823,-162,2682
2682,2808,2730,2892,3006,3000,3408,3198,3726,3990,6,20,119.24,7.7,5.0292,-126,2796
2790,2682,2808,2730,2892,3006,3000,3408,3198,3726,6,20,117.03,7.4,5.3576,108,2520
2682,2790,2682,2808,2730,2892,3006,3000,3408,3198,6,20,119.67,7.3,6.5577,-108,2490
2544,2682,2790,2682,2808,2730,2892,3006,3000,3408,6,20,118.21,7.2,5.509,-138,2238
2172,2142,2184,2544,2682,2790,2682,2808,2730,2892,6,21,121.46,5.6,6.0782,30,1854
1080,1134,1278,1680,1536,1698,2232,1992,2292,2124,6,22,111.09,4.8,2.8198,-54,858
996,1080,1134,1278,1680,1536,1698,2232,1992,2292,6,23,109.77,4.6,2.8494,-84,894
972,996,1080,1134,1278,1680,1536,1698,2232,1992,6,23,113.14,3.9,2.5904,-24,834
846,972,996,1080,1134,1278,1680,1536,1698,2232,6,23,109.57,4.3,1.9308,-126,708
738,846,972,996,1080,1134,1278,1680,1536,1698,6,23,107.45,4.8,1.9919,-108,678
696,738,846,972,996,1080,1134,1278,1680,1536,6,23,110.51,4.1,1.6911,-42,732
630,696,738,846,972,996,1080,1134,1278,1680,6,23,107.65,4.5,1.4363,-66,606
480,630,696,738,846,972,996,1080,1134,1278,7,0,109.8,3.2,1.8462,-150,600
564,480,630,696,738,846,972,996,1080,1134,7,0,108.83,3.6,1.0397,84,510
618,564,480,630,696,738,846,972,996,1080,7,0,109.81,3.8,2.0195,54,486
570,618,564,480,630,696,738,846,972,996,7,0,113.28,3.3,2.2629,-48,462
450,570,618,564,480,630,696,738,846,972,7,0,104.83,3.7,1.1374,-120,450
558,450,570,618,564,480,630,696,738,846,7,0,108.02,3.3,1.3787,108,456
396,402,486,558,450,570,618,564,480,630,7,1,102.74,3.3,1.057,-6,570
222,264,276,360,432,384,462,462,426,468,7,3,95.425,2.8,0.42038,-42,276
384,390,378,252,384,348,306,252,240,336,7,5,98.136,3.9,0.72646,-6,486
456,384,390,378,252,384,348,306,252,240,7,5,105.51,3.9,1.0493,72,582
390,456,384,390,378,252,384,348,306,252,7,5,105.79,3,1.6966,-66,498
624,390,456,384,390,378,252,384,348,306,7,5,106.8,3.9,1.4131,234,384
462,624,390,456,384,390,378,252,384,348,7,5,112.56,3,1.949,-162,492
498,462,624,390,456,384,390,378,252,384,7,5,106.9,3.6,1.179,36,570
534,480,498,462,624,390,456,384,390,378,7,6,108.18,3.5,1.3362,54,840
588,534,480,498,462,624,390,456,384,390,7,6,109.75,3.3,1.8732,54,744
1764,1728,1416,1680,1158,1194,942,900,852,786,7,8,118.32,4.9,4.7492,36,2442
2076,1764,1728,1416,1680,1158,1194,942,900,852,7,8,115.9,5.6,5.0554,312,2496
2154,2076,1764,1728,1416,1680,1158,1194,942,900,7,8,118.21,5.6,4.9695,78,2670
2556,2268,2154,2076,1764,1728,1416,1680,1158,1194,7,8,118.75,6.8,6.0831,288,2748
2340,2556,2268,2154,2076,1764,1728,1416,1680,1158,7,9,119.84,6.2,6.7774,-216,3012
3204,3126,2892,3120,2832,2814,2796,2646,2514,2790,7,10,115.16,7.9,6.8362,78,3528
2844,2346,2676,2868,2622,2430,2682,2796,2616,2856,7,15,116.06,7.5,6.2762,498,2514
2496,2844,2346,2676,2868,2622,2430,2682,2796,2616,7,15,115.07,6.2,5.6944,-348,2430
2202,2382,2496,2844,2346,2676,2868,2622,2430,2682,7,15,117.85,5.7,6.7845,-180,2388
2622,2202,2382,2496,2844,2346,2676,2868,2622,2430,7,15,118.82,6.9,6.0322,420,2454
654,558,690,696,732,888,840,732,780,870,7,23,114.54,2.5,5.3592,96,618
294,198,228,252,204,288,96,180,198,252,1,5,107.82,1.8,3.0411,96,228
234,294,198,228,252,204,288,96,180,198,1,5,115.72,1.2,2.8525,-60,276
318,234,294,198,228,252,204,288,96,180,1,5,115.42,1.9,2.2887,84,294
312,318,234,294,198,228,252,204,288,96,1,5,113.82,1.7,1.2518,-6,318
252,312,318,234,294,198,228,252,204,288,1,5,108.36,1.7,1.7802,-60,258
180,252,312,318,234,294,198,228,252,204,1,5,118.01,0.7,3.2093,-72,228
258,180,252,312,318,234,294,198,228,252,1,6,111.48,1.5,1.3761,78,402
270,258,180,252,312,318,234,294,198,228,1,6,114.88,1,3.0448,12,462
312,270,258,180,252,312,318,234,294,198,1,6,115.05,1.6,2.6824,42,486
420,312,270,258,180,252,312,318,234,294,1,6,112.14,2.4,1.4911,108,540
432,420,312,270,258,180,252,312,318,234,1,6,114.18,2.5,2.1151,12,390
546,432,420,312,270,258,180,252,312,318,1,6,113.45,2.6,2.6225,114,570
510,546,432,420,312,270,258,180,252,312,1,7,112.04,2,3.6881,-36,570
546,510,546,432,420,312,270,258,180,252,1,7,111.11,2.3,4.0183,36,594
750,546,510,546,432,420,312,270,258,180,1,7,112.42,3.3,2.7739,204,666
768,750,546,510,546,432,420,312,270,258,1,7,114.8,3.7,2.8643,18,876
762,768,750,546,510,546,432,420,312,270,1,7,115.5,2.2,6,-6,816
828,762,768,750,546,510,546,432,420,312,1,7,113.58,3,3.5801,66,762
792,828,762,768,750,546,510,546,432,420,1,8,115.89,3,3.865,-36,1482
900,792,828,762,768,750,546,510,546,432,1,8,115.37,3.4,3.5276,108,1164
1032,900,792,828,762,768,750,546,510,546,1,8,114.28,3.6,3.8957,132,1248
1230,1032,900,792,828,762,768,750,546,510,1,8,114.99,4.2,5.8011,198,1410
1422,1092,1230,1032,900,792,828,762,768,750,1,8,117.57,4.7,7.4201,330,1584
1422,1422,1092,1230,1032,900,792,828,762,768,1,9,117.11,4.4,8.0637,0,1716
2598,2478,2310,2214,2070,1860,1848,1662,1500,1746,1,10,117.74,6.6,5.5466,120,3006
2616,2640,2598,2478,2310,2214,2070,1860,1848,1662,1,11,117.78,6.7,6.3718,-24,3060
2718,2616,2640,2598,2478,2310,2214,2070,1860,1848,1,11,114.41,6.7,8.0332,102,2988
3078,2724,3072,3012,2814,3114,2928,2910,2922,2874,1,13,112.2,7.7,7.9767,354,2784
2832,3078,2724,3072,3012,2814,3114,2928,2910,2922,1,13,114.21,6.9,8.0511,-246,2850
2652,2832,3078,2724,3072,3012,2814,3114,2928,2910,1,13,114.67,6.8,5.8909,-180,2664
3054,2652,2832,3078,2724,3072,3012,2814,3114,2928,1,13,109.79,7.8,7.7536,402,2682
2802,3054,2652,2832,3078,2724,3072,3012,2814,3114,1,13,111.32,7.7,7.7868,-252,2652
2976,2802,3054,2652,2832,3078,2724,3072,3012,2814,1,14,113.83,7.6,7.5301,174,2718
2820,2976,2802,3054,2652,2832,3078,2724,3072,3012,1,14,113.65,7.1,7.2245,-156,2436
2658,2820,2976,2802,3054,2652,2832,3078,2724,3072,1,14,111.89,6.8,8.3958,-162,2844
2904,2658,2820,2976,2802,3054,2652,2832,3078,2724,1,14,111.84,7.3,9.0519,246,2910
2880,2904,2658,2820,2976,2802,3054,2652,2832,3078,1,14,112.41,7.2,7.3994,-24,2658
2706,2880,2904,2658,2820,2976,2802,3054,2652,2832,1,14,115.13,6.5,6.7564,-174,2880
2976,2706,2880,2904,2658,2820,2976,2802,3054,2652,1,15,113.87,7.3,6.2787,270,3150
2988,2976,2706,2880,2904,2658,2820,2976,2802,3054,1,15,115.24,7.3,8.5495,12,2946
2796,2988,2976,2706,2880,2904,2658,2820,2976,2802,1,15,111.74,6.9,7.9361,-192,3000
2964,2796,2988,2976,2706,2880,2904,2658,2820,2976,1,15,109.56,7.6,7.4957,168,2886
3126,2964,2796,2988,2976,2706,2880,2904,2658,2820,1,15,107.69,7.7,10.289,162,2940
2988,3126,2964,2796,2988,2976,2706,2880,2904,2658,1,15,111.96,7.3,8.7362,-138,3210
3096,2988,3126,2964,2796,2988,2976,2706,2880,2904,1,16,111.65,7.8,6.4627,108,3168
3066,3096,2988,3126,2964,2796,2988,2976,2706,2880,1,16,112.58,7.6,7.9417,-30,3396
3006,3066,3096,2988,3126,2964,2796,2988,2976,2706,1,16,112.46,7.6,8.4263,-60,3354
3192,3006,3066,3096,2988,3126,2964,2796,2988,2976,1,16,114.32,7.8,11.049,186,3144
3186,3192,3006,3066,3096,2988,3126,2964,2796,2988,1,16,113.52,8,9.1821,-6,3114
3408,3186,3192,3006,3066,3096,2988,3126,2964,2796,1,16,111.77,8.2,7.7187,222,3552
2988,3312,3408,3186,3192,3006,3066,3096,2988,3126,1,17,114.08,6.9,10.279,-324,3048
834,882,1044,1074,1176,1356,1554,1578,1692,1842,1,22,115.07,2.9,5.0072,-48,822
864,834,882,1044,1074,1176,1356,1554,1578,1692,1,23,111.48,3.5,3.779,30,762
732,864,834,882,1044,1074,1176,1356,1554,1578,1,23,113.5,2.6,8.2785,-132,612
744,732,864,834,882,1044,1074,1176,1356,1554,1,23,113.64,3.1,2.984,12,546
834,744,732,864,834,882,1044,1074,1176,1356,1,23,109.99,3.7,2.5532,90,576
636,834,744,732,864,834,882,1044,1074,1176,1,23,113.64,2.8,3.0573,-198,594
606,636,834,744,732,864,834,882,1044,1074,1,23,111.97,2.5,3.7795,-30,504
624,606,636,834,744,732,864,834,882,1044,2,0,109.06,2.8,3.3103,18,570
384,624,606,636,834,744,732,864,834,882,2,0,109.01,2,2.7379,-240,402
498,384,624,606,636,834,744,732,864,834,2,0,109.28,3.3,2.0613,114,438
468,498,384,624,606,636,834,744,732,864,2,0,105.36,3.7,1.2227,-30,486
390,468,498,384,624,606,636,834,744,732,2,0,107.81,2.7,1.8129,-78,396
342,384,432,390,468,498,384,624,606,636,2,1,104.26,2.6,1.3655,-42,366
3258,3246,3756,3696,3726,3858,3630,3906,3348,3342,2,8,112.51,10.6,3.2052,12,2958
3366,3258,3246,3756,3696,3726,3858,3630,3906,3348,2,9,110.91,9.6,3.1212,108,2844
2940,2748,2556,2574,2826,2760,2334,2640,2472,2502,2,11,108.57,10.8,2.3082,192,3198
2982,2826,2940,2748,2556,2574,2826,2760,2334,2640,2,11,110.6,10.9,1.992,156,3144
2928,2982,2826,2940,2748,2556,2574,2826,2760,2334,2,12,110.38,10.7,2.2947,-54,3096
2658,2928,2982,2826,2940,2748,2556,2574,2826,2760,2,12,110.06,10.9,1.8197,-270,3006
3030,2658,2928,2982,2826,2940,2748,2556,2574,2826,2,12,107.7,10.8,2.2556,372,2910
2880,3030,2658,2928,2982,2826,2940,2748,2556,2574,2,12,111.24,10.2,2.2851,-150,3096
2754,2880,3030,2658,2928,2982,2826,2940,2748,2556,2,12,109.85,10,2.2994,-126,2916
2832,2754,2880,3030,2658,2928,2982,2826,2940,2748,2,12,109.6,9.8,2.3212,78,2952
2784,2832,2754,2880,3030,2658,2928,2982,2826,2940,2,13,108.63,9.7,2.2881,-48,2964
3036,2784,2832,2754,2880,3030,2658,2928,2982,2826,2,13,107.41,11.7,1.8732,252,2880
2772,3036,2784,2832,2754,2880,3030,2658,2928,2982,2,13,109.44,10.7,1.7982,-264,2706
2730,2772,3036,2784,2832,2754,2880,3030,2658,2928,2,13,109.34,9.8,2.2473,-42,3144
3102,2730,2772,3036,2784,2832,2754,2880,3030,2658,2,13,109.34,11.1,2.1696,372,2808
2826,3102,2730,2772,3036,2784,2832,2754,2880,3030,2,13,109.82,9.3,2.291,-276,2922
2922,3012,2826,3102,2730,2772,3036,2784,2832,2754,2,14,107.42,11,1.8133,-90,3000
3162,2922,3012,2826,3102,2730,2772,3036,2784,2832,2,14,107.43,11.9,2.0095,240,2934
1422,1524,1632,1548,1866,1896,2028,2262,2136,2730,2,20,112.9,6.2,2.0734,-102,1428
1512,1422,1524,1632,1548,1866,1896,2028,2262,2136,2,20,115.87,5.7,2.7543,90,1452
1284,1512,1422,1524,1632,1548,1866,1896,2028,2262,2,20,114.85,5.3,2.8131,-228,1440
1350,1296,1284,1512,1422,1524,1632,1548,1866,1896,2,20,112.99,6.1,2.5091,54,1182
1140,1350,1296,1284,1512,1422,1524,1632,1548,1866,2,21,113.98,5.3,2.6454,-210,1134
1230,1158,1140,1350,1296,1284,1512,1422,1524,1632,2,21,113.23,5.4,3.2595,72,972
1314,1230,1158,1140,1350,1296,1284,1512,1422,1524,2,21,113.66,6.2,2.3632,84,792
540,690,606,732,786,738,774,834,888,906,2,23,107.19,3.7,1.3021,-150,456
624,540,690,606,732,786,738,774,834,888,3,0,108.31,4.6,1.1626,84,456
420,624,540,690,606,732,786,738,774,834,3,0,103.29,3.8,0.62548,-204,402
540,420,624,540,690,606,732,786,738,774,3,0,110.86,3.9,1.0888,120,474
462,540,420,624,540,690,606,732,786,738,3,0,105.93,4.1,1.0762,-78,378
558,462,540,420,624,540,690,606,732,786,3,0,106.48,3.9,1.0181,96,480
3372,3444,3348,3588,3348,3144,3120,3468,3102,3288,4,15,110.02,10.6,2.5543,-72,4284
4068,3372,3444,3348,3588,3348,3144,3120,3468,3102,4,15,102.99,13.2,2.8278,696,4608
3852,3876,4068,3372,3444,3348,3588,3348,3144,3120,4,16,109.15,11.5,2.6043,-24,4680
1932,1992,2484,2496,2688,2664,2832,2952,3516,3288,4,20,111.24,8.5,2.2818,-60,1746
1782,1932,1992,2484,2496,2688,2664,2832,2952,3516,4,20,117.84,6,3.3594,-150,1566
1614,1782,1932,1992,2484,2496,2688,2664,2832,2952,4,20,116.16,6.4,2.4881,-168,1530
1752,1548,1614,1782,1932,1992,2484,2496,2688,2664,4,20,114.63,6.5,2.7862,204,1398
1386,1752,1548,1614,1782,1932,1992,2484,2496,2688,4,21,116.62,4.9,3.9011,-366,1206
822,888,1080,900,1014,1056,1128,1308,1260,1296,4,22,110.15,4.4,2.253,-66,762
768,822,888,1080,900,1014,1056,1128,1308,1260,4,23,108.38,5.4,1.5548,-54,768
786,768,822,888,1080,900,1014,1056,1128,1308,4,23,108.49,4.7,1.4671,18,696
636,786,768,822,888,1080,900,1014,1056,1128,4,23,109.44,3.9,1.9355,-150,636
696,636,786,768,822,888,1080,900,1014,1056,4,23,102.07,6.1,1.1057,60,588
594,696,636,786,768,822,888,1080,900,1014,4,23,108.41,4,1.4089,-102,588
678,594,696,636,786,768,822,888,1080,900,4,23,106.01,4,1.0514,84,600
522,678,594,696,636,786,768,822,888,1080,5,0,107.75,3.2,1.9886,-156,552
546,522,678,594,696,636,786,768,822,888,5,0,111.16,3.3,1.7487,24,576
714,546,522,678,594,696,636,786,768,822,5,0,106.43,5.2,1.2843,168,408
480,714,546,522,678,594,696,636,786,768,5,0,107.45,3.6,1.4171,-234,408
564,480,714,546,522,678,594,696,636,786,5,0,102.65,5.1,0.84039,84,408
954,996,1014,858,840,570,612,576,444,426,5,6,106.36,7,0.80529,-42,1716
1338,954,996,1014,858,840,570,612,576,444,5,6,107.9,9.4,0.85714,384,2040
1440,1338,954,996,1014,858,840,570,612,576,5,6,111,7.1,1.374,102,2550
1740,1440,1338,954,996,1014,858,840,570,612,5,6,113.3,7.8,1.7331,300,2658
2148,1740,1440,1338,954,996,1014,858,840,570,5,6,113.47,9.1,1.7516,408,2832
2496,2220,2148,1740,1440,1338,954,996,1014,858,5,7,113.87,10,2.1728,276,3162
2982,2496,2220,2148,1740,1440,1338,954,996,1014,5,7,114.51,9.6,3.0365,486,3510
3060,3408,3318,2856,3042,2988,2916,3168,2826,2838,5,13,109.04,10.7,2.2879,-348,3270
3600,3636,3348,3594,3444,3168,3306,3000,3240,3108,5,15,104.22,12.3,2.2066,-36,3804
4170,3600,3636,3348,3594,3444,3168,3306,3000,3240,5,15,104.91,12.7,2.6749,570,4284
3756,3618,4170,3600,3636,3348,3594,3444,3168,3306,5,15,106.96,10.3,3.3737,138,3864
4302,3756,3618,4170,3600,3636,3348,3594,3444,3168,5,16,99.716,13.7,2.9369,546,4158
1134,1194,1482,1410,1686,1698,1818,1728,1926,2112,5,22,111.17,5,2.0429,-60,1080
